URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Score (out of 10),Middle School Score (out of 10),High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Year Built,Property Type,HOA Dues,Lot Size,Garage Spaces,Has Pool,Has Patio,Flood Factor,Fire Factor,Heat Factor,Wind Factor,Full Address,Zipcode
https://www.redfin.com/NV/Las-Vegas/10009-Mahogany-Grove-Ln-89117/home/29527906,28,36,38,7,8,3,"10009 Mahogany Grove Ln,Las Vegas,NV89117","$528,000 ",4,3,"2,363",1988,Single Family Residence,$31 ,"6,970",3,TRUE,TRUE,Minimal,Minor,Severe,Minimal,10009 Mahogany Grove Ln,89117
https://www.redfin.com/NV/Las-Vegas/9830-Hanover-Grove-Ave-89148/home/29032968,20,31,38,6,6,2,"9830 Hanover Grove Ave,Las Vegas,NV89148","$410,000 ",3,2.5,"1,739",2005,Single Family Residence,$52 ,"2,614",2,FALSE,FALSE,Moderate,Severe,Severe,Minimal,9830 Hanover Grove Ave,89148
https://www.redfin.com/NV/Las-Vegas/205-S-Mallard-St-89107/home/29232105,65,33,46,2,3,1,"205 S Mallard St,Las Vegas,NV89107","$348,500 ",3,2,"1,374",1960,Single Family Residence,$0 ,"6,098",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,205 S Mallard St,89107
https://www.redfin.com/NV/Las-Vegas/813-Antelope-Way-89145/home/29225830,69,40,50,4,7,3,"813 Antelope Way,Las Vegas,NV89145","$429,999 ",3,2,"1,484",1970,Single Family Residence,$0 ,"6,534",1,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,813 Antelope Way,89145
https://www.redfin.com/NV/Las-Vegas/3455-Golden-Lily-St-89117/home/109628827,42,39,43,4,5,5,"3455 Golden Lily St,Las Vegas,NV89117","$565,000 ",4,3,"2,292",2015,Single Family Residence,$92 ,"4,356",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3455 Golden Lily St,89117
https://www.redfin.com/NV/Las-Vegas/301-Courtney-Ln-89107/home/29227110,49,35,45,4,3,3,"301 Courtney Ln,Las Vegas,NV89107","$499,000 ",4,2.5,"2,079",1975,Single Family Residence,$0 ,"7,841",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,301 Courtney Ln,89107
https://www.redfin.com/NV/Las-Vegas/11297-Colinward-Ave-89135/home/29320421,37,35,36,9,8,6,"11297 Colinward Ave,Las Vegas,NV89135","$599,000 ",3,2.5,"2,742",2008,Single Family Residence,$153 ,"3,049",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,11297 Colinward Ave,89135
https://www.redfin.com/NV/Las-Vegas/709-Rivenbark-Ct-89145/home/29214767,63,44,47,5,7,6,"709 Rivenbark Ct,Las Vegas,NV89145","$750,000 ",4,3,"2,808",1989,Single Family Residence,$0 ,"16,988",7,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,709 Rivenbark Ct,89145
https://www.redfin.com/NV/Las-Vegas/137-N-20th-St-89101/home/29349706,79,50,69,3,5,1,"137 N 20th St,Las Vegas,NV89101","$280,000 ",2,1,724,1950,Single Family Residence,$0 ,"4,792",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,137 N 20th St,89101
https://www.redfin.com/NV/Las-Vegas/1509-S-15th-St-89104/home/29451492,64,46,50,4,5,1,"1509 S 15th St,Las Vegas,NV89104","$420,000 ",5,3,"1,791",1953,Single Family Residence,$0 ,"6,534",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1509 S 15th St,89104
https://www.redfin.com/NV/Las-Vegas/3217-Harbor-Vista-St-89117/home/29532493,26,38,41,7,5,5,"3217 Harbor Vista St,Las Vegas,NV89117","$550,000 ",4,2.5,"2,034",1987,Single Family Residence,$24 ,"4,792",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3217 Harbor Vista St,89117
https://www.redfin.com/NV/Las-Vegas/6773-Firewood-Dr-89148/home/29011548,52,33,41,6,6,2,"6773 Firewood Dr,Las Vegas,NV89148","$375,000 ",3,2.5,"1,558",2004,Single Family Residence,$75 ,"1,742",1,FALSE,FALSE,Minimal,Severe,Severe,Minimal,6773 Firewood Dr,89148
https://www.redfin.com/NV/Las-Vegas/8461-Brillancy-Ave-89147/home/29560242,60,39,44,6,5,5,"8461 Brillancy Ave,Las Vegas,NV89147","$489,999 ",4,2.5,"1,631",1996,Single Family Residence,$43 ,"3,920",2,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,8461 Brillancy Ave,89147
https://www.redfin.com/NV/Las-Vegas/1833-Glenwillow-Dr-89117/home/29523563,45,36,49,7,7,3,"1833 Glenwillow Dr,Las Vegas,NV89117","$399,900 ",2,2,"1,268",1995,Single Family Residence,$99 ,"4,356",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1833 Glenwillow Dr,89117
https://www.redfin.com/NV/Las-Vegas/3009-Periscope-Ct-89117/home/29529997,31,39,34,7,5,3,"3009 Periscope Ct,Las Vegas,NV89117","$773,000 ",4,3,"2,974",1989,Single Family Residence,$26 ,"5,663",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3009 Periscope Ct,89117
https://www.redfin.com/NV/Las-Vegas/3546-Blackstone-St-89121/home/29474281,42,40,48,4,2,2,"3546 Blackstone St,Las Vegas,NV89121","$450,000 ",3,3,"2,158",1976,Townhouse,$195 ,"4,792",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3546 Blackstone St,89121
https://www.redfin.com/NV/Las-Vegas/6766-Regency-Valley-St-89148/home/167755549,14,29,24,6,6,2,"6766 Regency Valley St,Las Vegas,NV89148","$795,000 ",3,2.5,"2,003",2018,Single Family Residence,$405 ,"6,098",2,TRUE,FALSE,Minimal,Moderate,Severe,Minimal,6766 Regency Valley St,89148
https://www.redfin.com/NV/Las-Vegas/1325-Griffith-Ave-89104/home/29452827,67,47,50,4,5,1,"1325 Griffith Ave,Las Vegas,NV89104","$399,999 ",3,2,"1,499",1944,Single Family Residence,$0 ,"6,098",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1325 Griffith Ave,89104
https://www.redfin.com/NV/Las-Vegas/11250-Cactus-Tower-Ave-89135/unit-103/home/166299125,39,37,57,9,8,6,"11250 Cactus Tower Ave #103,Las Vegas,NV89135","$660,000 ",3,2.5,"2,031",2019,Townhouse,$312 ,"4,792",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,11250 Cactus Tower Ave #103,89135
https://www.redfin.com/NV/Las-Vegas/7363-Mission-Hills-Dr-89113/home/29580589,31,38,33,8,4,2,"7363 Mission Hills Dr,Las Vegas,NV89113","$450,000 ",2,2,"1,398",1984,Townhouse,$677 ,"3,049",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,7363 Mission Hills Dr,89113
https://www.redfin.com/NV/Las-Vegas/6921-Emerald-Springs-Ln-89113/home/29582433,40,39,26,8,4,2,"6921 Emerald Springs Ln,Las Vegas,NV89113","$384,999 ",2,2,"1,173",1986,Townhouse,$688 ,"3,049",2,TRUE,TRUE,Minimal,Minor,Severe,Minimal,6921 Emerald Springs Ln,89113
https://www.redfin.com/NV/Las-Vegas/3179-Batavia-Dr-89102/home/29462894,73,40,55,4,4,3,"3179 Batavia Dr,Las Vegas,NV89102","$290,000 ",2,2.5,"1,365",1977,Townhouse,$195 ,"1,742",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3179 Batavia Dr,89102
https://www.redfin.com/NV/Las-Vegas/5012-Iowa-Ave-89107/home/29190146,54,41,41,5,4,1,"5012 Iowa Ave,Las Vegas,NV89107","$310,000 ",3,2,"1,150",1956,Single Family Residence,$0 ,"4,792",1,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,5012 Iowa Ave,89107
https://www.redfin.com/NV/Las-Vegas/7624-Genzer-Dr-89145/home/29219632,74,31,53,5,7,3,"7624 Genzer Dr,Las Vegas,NV89145","$395,000 ",3,2,"1,620",1979,Single Family Residence,$0 ,"6,970",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,7624 Genzer Dr,89145
https://www.redfin.com/NV/Las-Vegas/8186-Merlewood-Ave-89117/home/29923315,50,36,41,4,5,5,"8186 Merlewood Ave,Las Vegas,NV89117","$700,000 ",3,3.5,"3,025",2003,Single Family Residence,$51 ,"10,890",3,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,8186 Merlewood Ave,89117
https://www.redfin.com/NV/Las-Vegas/8217-Eginton-Ave-89145/home/29215575,43,38,39,5,7,3,"8217 Eginton Ave,Las Vegas,NV89145","$419,999 ",4,2,"1,895",1980,Single Family Residence,$0 ,"6,534",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,8217 Eginton Ave,89145
https://www.redfin.com/NV/Las-Vegas/2800-Albrook-Cir-89117/home/29529679,58,37,40,7,5,3,"2800 Albrook Cir,Las Vegas,NV89117","$945,000 ",4,2.5,"3,104",1988,Single Family Residence,$31 ,"9,583",3,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,2800 Albrook Cir,89117
https://www.redfin.com/NV/Las-Vegas/200-Lindy-Dr-89107/home/29227848,44,33,46,4,3,3,"200 Lindy Dr,Las Vegas,NV89107","$520,000 ",5,3,"2,757",1976,Single Family Residence,$0 ,"11,761",0,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,200 Lindy Dr,89107
https://www.redfin.com/NV/Las-Vegas/9700-Falling-Star-Ave-89117/home/29528056,40,36,37,7,5,3,"9700 Falling Star Ave,Las Vegas,NV89117","$749,000 ",4,3,"2,744",1988,Single Family Residence,$31 ,"12,632",3,TRUE,FALSE,Minimal,Minor,Severe,Minimal,9700 Falling Star Ave,89117
https://www.redfin.com/NV/Las-Vegas/1904-Canosa-Ave-89104/home/29454350,55,42,50,4,5,1,"1904 Canosa Ave,Las Vegas,NV89104","$380,000 ",3,2,"1,384",1954,Single Family Residence,$0 ,"6,534",1,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1904 Canosa Ave,89104
https://www.redfin.com/NV/Las-Vegas/1017-Nye-St-89106/home/29340288,51,42,45,3,0,1,"1017 Nye St,Las Vegas,NV89106","$330,000 ",4,2,"1,324",1957,Single Family Residence,$0 ,"6,534",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1017 Nye St,89106
https://www.redfin.com/NV/Las-Vegas/613-Stanford-St-89107/home/29190098,67,42,53,5,4,1,"613 Stanford St,Las Vegas,NV89107","$249,999 ",3,1,"1,260",1955,Single Family Residence,$0 ,"4,792",0,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,613 Stanford St,89107
https://www.redfin.com/NV/Las-Vegas/11337-Corsica-Mist-Ave-89135/home/29033536,37,35,37,9,8,6,"11337 Corsica Mist Ave,Las Vegas,NV89135","$725,000 ",3,2.5,"2,704",2005,Single Family Residence,$372 ,"3,920",3,TRUE,TRUE,Minimal,Severe,Severe,Minimal,11337 Corsica Mist Ave,89135
https://www.redfin.com/NV/Las-Vegas/982-Bel-Air-Cir-89109/home/29466854,40,45,41,5,5,1,"982 Bel Air Cir,Las Vegas,NV89109","$499,950 ",3,2.5,"1,672",1974,Single Family Residence,$247 ,"3,485",1,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,982 Bel Air Cir,89109
https://www.redfin.com/NV/Las-Vegas/7321-Sequoia-Springs-Dr-89147/home/29547563,58,42,43,4,5,5,"7321 Sequoia Springs Dr,Las Vegas,NV89147","$419,999 ",3,2.5,"1,633",1993,Single Family Residence,$0 ,"3,920",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,7321 Sequoia Springs Dr,89147
https://www.redfin.com/NV/Las-Vegas/3529-Erva-St-89147/home/29552186,68,40,50,6,5,5,"3529 Erva St,Las Vegas,NV89147","$384,000 ",3,2,"1,450",1994,Townhouse,$35 ,"4,356",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3529 Erva St,89147
https://www.redfin.com/NV/Las-Vegas/5508-Morendo-Dr-89107/home/29188242,47,40,34,2,4,1,"5508 Morendo Dr,Las Vegas,NV89107","$320,000 ",4,2.5,"2,040",1964,Single Family Residence,$0 ,"6,534",1,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,5508 Morendo Dr,89107
https://www.redfin.com/NV/Las-Vegas/3017-Piedmont-Ave-89102/home/29465035,58,38,42,4,4,3,"3017 Piedmont Ave,Las Vegas,NV89102","$399,900 ",3,2,"1,434",1963,Single Family Residence,$0 ,"6,098",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,3017 Piedmont Ave,89102
https://www.redfin.com/NV/Las-Vegas/1704-Pacific-St-89104/home/29451057,56,47,64,4,5,1,"1704 Pacific St,Las Vegas,NV89104","$449,995 ",4,4,"2,187",1953,Single Family Residence,$0 ,"6,098",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,1704 Pacific St,89104
https://www.redfin.com/NV/Las-Vegas/10608-Tyne-Pl-89144/home/29111912,16,26,27,9,8,6,"10608 Tyne Pl,Las Vegas,NV89144","$610,000 ",3,2,"2,230",2000,Single Family Residence,$50 ,"6,098",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,10608 Tyne Pl,89144
https://www.redfin.com/NV/Las-Vegas/4355-Tall-Tree-St-89147/home/29558971,48,39,36,6,5,5,"4355 Tall Tree,Las Vegas,NV89147","$729,000 ",5,4.5,"4,001",1999,Single Family Residence,$123 ,"10,890",3,FALSE,TRUE,Minimal,Minor,Severe,Minimal,4355 Tall Tree,89147
https://www.redfin.com/NV/Las-Vegas/3900-Blackford-Pl-89102/home/29464371,74,39,57,4,4,3,"3900 Blackford Pl,Las Vegas,NV89102","$250,000 ",2,2,925,1973,Townhouse,$120 ,"1,742",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,3900 Blackford Pl,89102
https://www.redfin.com/NV/Las-Vegas/1845-Lindell-Rd-89146/home/29516533,55,39,53,3,7,3,"1845 Lindell Rd,Las Vegas,NV89146","$725,000 ",4,2.5,"2,421",1978,Single Family Residence,$0 ,"20,909",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,1845 Lindell Rd,89146
https://www.redfin.com/NV/Las-Vegas/5457-Olivebrook-Ct-89120/home/29511584,38,37,40,6,4,3,"5457 Olivebrook Ct,Las Vegas,NV89120","$565,000 ",2,2,"1,839",1988,Single Family Residence,$650 ,"6,534",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5457 Olivebrook Ct,89120
https://www.redfin.com/NV/Las-Vegas/8960-Antioch-Way-89117/home/29531082,57,38,44,7,5,5,"8960 Antioch Way,Las Vegas,NV89117","$315,000 ",2,2,"1,186",1989,Townhouse,$305 ,"2,457",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,8960 Antioch Way,89117
https://www.redfin.com/NV/Las-Vegas/1016-Bracken-Ave-89104/home/29456289,63,52,49,5,5,1,"1016 Bracken Ave,Las Vegas,NV89104","$595,000 ",3,3,"1,576",1944,Single Family Residence,$0 ,"6,098",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,1016 Bracken Ave,89104
https://www.redfin.com/NV/Las-Vegas/9224-Canalino-Dr-89134/home/29211829,18,33,28,7,7,6,"9224 Canalino Dr,Las Vegas,NV89134","$489,900 ",3,2.5,"1,433",2000,Single Family Residence,$120 ,"3,485",2,TRUE,TRUE,Moderate,Minimal,Severe,Minimal,9224 Canalino Dr,89134
https://www.redfin.com/NV/Las-Vegas/1590-Rawhide-St-89119/home/29513434,39,42,41,2,4,3,"1590 Rawhide St,Las Vegas,NV89119","$350,000 ",1,2,"2,000",1978,Single Family Residence,$0 ,"21,780",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,1590 Rawhide St,89119
https://www.redfin.com/NV/Las-Vegas/746-Biltmore-Dr-89101/home/29337001,78,57,58,5,2,4,"746 Biltmore Dr,Las Vegas,NV89101","$300,000 ",3,2,"1,184",1942,Single Family Residence,$0 ,"6,098",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,746 Biltmore Dr,89101
https://www.redfin.com/NV/Las-Vegas/7835-Harbour-Towne-Ave-89113/home/29583267,5,35,24,8,4,2,"7835 Harbour Towne Ave,Las Vegas,NV89113","$645,000 ",2,2.5,"1,973",1988,Townhouse,$695 ,"3,920",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,7835 Harbour Towne Ave,89113
https://www.redfin.com/NV/Las-Vegas/9124-Worsley-Park-Pl-89145/home/29003259,52,37,42,9,8,6,"9124 Worsley Park Pl,Las Vegas,NV89145","$480,000 ",3,2.5,"2,535",2004,Single Family Residence,$257 ,"3,049",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,9124 Worsley Park Pl,89145
https://www.redfin.com/NV/Las-Vegas/3117-Arville-St-89102/home/29463031,71,40,56,4,4,3,"3117 Arville St,Las Vegas,NV89102","$287,500 ",3,1.5,"1,261",1973,Townhouse,$195 ,"1,307",2,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,3117 Arville St,89102
https://www.redfin.com/NV/Las-Vegas/3676-Starship-Ln-89147/home/29553197,72,41,53,6,5,5,"3676 Starship Ln,Las Vegas,NV89147","$465,000 ",3,2,"2,002",1996,Single Family Residence,$0 ,"7,841",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3676 Starship Ln,89147
https://www.redfin.com/NV/Las-Vegas/3147-Pradera-Cir-89121/home/29474381,65,42,64,4,3,1,"3147 Pradera Cir,Las Vegas,NV89121","$340,000 ",3,2,"1,735",1976,Townhouse,$300 ,"2,614",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3147 Pradera Cir,89121
https://www.redfin.com/NV/Las-Vegas/10236-Ritornia-Ave-89135/home/28972932,38,32,34,0,8,2,"10236 Ritornia Ave,Las Vegas,NV89135","$685,000 ",2,2,"2,234",2003,Single Family Residence,$275 ,"6,970",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,10236 Ritornia Ave,89135
https://www.redfin.com/NV/Las-Vegas/10260-Riva-de-Destino-Ave-89135/home/29898177,23,35,30,0,8,2,"10260 Riva De Destino Ave,Las Vegas,NV89135","$658,000 ",2,2,"2,076",2002,Single Family Residence,$275 ,"6,534",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,10260 Riva De Destino Ave,89135
https://www.redfin.com/NV/Las-Vegas/412-La-Rue-Ct-89145/home/40321831,60,33,66,5,7,6,"412 La Rue Ct,Las Vegas,NV89145","$649,900 ",4,3,"2,533",2019,Single Family Residence,$0 ,"10,019",4,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,412 La Rue Ct,89145
https://www.redfin.com/NV/Las-Vegas/4409-Cinderella-Ln-89102/home/29463194,73,40,56,6,4,3,"4409 Cinderella Ln,Las Vegas,NV89102","$399,990 ",4,2,"1,646",1963,Single Family Residence,$0 ,"7,405",0,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,4409 Cinderella Ln,89102
https://www.redfin.com/NV/Las-Vegas/3280-Cherum-St-89135/home/29589298,56,32,46,7,8,6,"3280 Cherum St,Las Vegas,NV89135","$599,000 ",3,2,"1,560",2000,Single Family Residence,$57 ,"6,098",2,TRUE,TRUE,Minimal,Moderate,Severe,Minimal,3280 Cherum St,89135
https://www.redfin.com/NV/Las-Vegas/5426-Spencer-St-89119/home/29514545,48,42,47,2,4,3,"5426 Spencer St,Las Vegas,NV89119","$360,000 ",3,2,"1,199",1973,Single Family Residence,$0 ,"6,970",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,5426 Spencer St,89119
https://www.redfin.com/NV/Las-Vegas/3255-Westwind-Rd-89146/home/29539271,67,39,52,3,5,3,"3255 Westwind Rd,Las Vegas,NV89146","$819,900 ",3,2.5,"2,861",1981,Single Family Residence,$0 ,"26,572",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3255 Westwind Rd,89146
https://www.redfin.com/NV/Las-Vegas/3994-Starfield-Ln-89147/home/29557463,76,39,57,6,8,5,"3994 Starfield Ln,Las Vegas,NV89147","$359,000 ",3,2.5,"1,457",2000,Townhouse,$140 ,"1,742",1,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,3994 Starfield Ln,89147
https://www.redfin.com/NV/Las-Vegas/4410-Campus-Cir-89121/home/29507803,47,41,57,7,2,3,"4410 Campus Cir,Las Vegas,NV89121","$675,000 ",4,2.5,"2,560",1979,Single Family Residence,$0 ,"8,712",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,4410 Campus Cir,89121
https://www.redfin.com/NV/Las-Vegas/5580-Judith-Resnik-Ct-89103/home/29540835,70,44,47,4,5,3,"5580 Judith Resnik Ct,Las Vegas,NV89103","$569,000 ",4,2.5,"1,895",1987,Single Family Residence,$0 ,"7,841",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5580 Judith Resnik Ct,89103
https://www.redfin.com/NV/Las-Vegas/6657-Autumn-Breeze-St-89148/home/165932077,14,35,32,5,6,2,"6657 Autumn Breeze St,Las Vegas,NV89148","$449,888 ",3,2.5,"1,622",2019,Single Family Residence,$77 ,"3,485",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,6657 Autumn Breeze St,89148
https://www.redfin.com/NV/Las-Vegas/3863-Chase-Glen-Cir-89121/home/28976333,50,44,54,4,3,1,"3863 Chase Glen Cir,Las Vegas,NV89121","$435,000 ",3,2,"1,815",2004,Single Family Residence,$141 ,"8,712",3,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3863 Chase Glen Cir,89121
https://www.redfin.com/NV/Las-Vegas/9482-Joe-Robby-Ct-89148/home/29869669,63,37,45,8,8,2,"9482 Joe Robby Ct,Las Vegas,NV89148","$474,990 ",3,2.5,"1,602",2001,Single Family Residence,$0 ,"3,485",2,TRUE,FALSE,Minimal,Severe,Severe,Minimal,9482 Joe Robby Ct,89148
https://www.redfin.com/NV/Las-Vegas/8412-Eddy-Stone-Ave-89117/home/29521076,41,38,42,5,7,3,"8412 Eddy Stone Ave,Las Vegas,NV89117","$598,000 ",3,2,"2,224",1990,Single Family Residence,$0 ,"7,841",3,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,8412 Eddy Stone Ave,89117
https://www.redfin.com/NV/Las-Vegas/5034-Celebrity-Cir-89119/home/29513563,72,40,60,6,4,3,"5034 Celebrity Cir,Las Vegas,NV89119","$385,000 ",3,2,"1,186",1982,Single Family Residence,$0 ,"5,663",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5034 Celebrity Cir,89119
https://www.redfin.com/NV/Las-Vegas/3735-Barrelwood-Dr-89147/home/29553107,60,42,46,6,5,5,"3735 Barrelwood Dr,Las Vegas,NV89147","$860,000 ",7,4.5,"4,658",1994,Single Family Residence,$0 ,"7,405",3,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3735 Barrelwood Dr,89147
https://www.redfin.com/NV/Las-Vegas/4478-Eureka-Cir-89103/home/29572117,55,38,59,6,5,2,"4478 Eureka Cir,Las Vegas,NV89103","$429,880 ",3,2,"1,296",1978,Single Family Residence,$0 ,"7,405",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,4478 Eureka Cir,89103
https://www.redfin.com/NV/Las-Vegas/8114-Surrey-Field-Ct-89113/home/108522766,17,35,40,8,4,2,"8114 Surrey Field Ct,Las Vegas,NV89113","$715,000 ",5,4.5,"3,466",2016,Single Family Residence,$61 ,"5,227",2,FALSE,TRUE,Minimal,Moderate,Severe,Minimal,8114 Surrey Field Ct,89113
https://www.redfin.com/NV/Las-Vegas/544-Oakbrook-Ln-89169/home/29495732,63,45,64,3,3,1,"544 Oakbrook Ln,Las Vegas,NV89169","$220,000 ",2,1.5,"1,146",1974,Townhouse,$320 ,"1,307",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,544 Oakbrook Ln,89169
https://www.redfin.com/NV/Las-Vegas/7009-Rawlins-Ct-89128/home/29201390,59,39,53,4,7,3,"7009 Rawlins Ct,Las Vegas,NV89128","$495,000 ",4,2.5,"2,178",1979,Single Family Residence,$0 ,"7,405",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,7009 Rawlins Ct,89128
