URL,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Las-Vegas/746-Biltmore-Dr-89101/home/29337001,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7835-Harbour-Towne-Ave-89113/home/29583267,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9124-Worsley-Park-Pl-89145/home/29003259,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3117-Arville-St-89102/home/29463031,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3676-Starship-Ln-89147/home/29553197,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3147-Pradera-Cir-89121/home/29474381,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10236-Ritornia-Ave-89135/home/28972932,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10260-Riva-de-Destino-Ave-89135/home/29898177,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/412-La-Rue-Ct-89145/home/40321831,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4409-Cinderella-Ln-89102/home/29463194,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3280-Cherum-St-89135/home/29589298,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5426-Spencer-St-89119/home/29514545,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3255-Westwind-Rd-89146/home/29539271,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3994-Starfield-Ln-89147/home/29557463,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4410-Campus-Cir-89121/home/29507803,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5580-Judith-Resnik-Ct-89103/home/29540835,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6657-Autumn-Breeze-St-89148/home/165932077,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3863-Chase-Glen-Cir-89121/home/28976333,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9482-Joe-Robby-Ct-89148/home/29869669,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8412-Eddy-Stone-Ave-89117/home/29521076,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5034-Celebrity-Cir-89119/home/29513563,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3735-Barrelwood-Dr-89147/home/29553107,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4478-Eureka-Cir-89103/home/29572117,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8114-Surrey-Field-Ct-89113/home/108522766,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/544-Oakbrook-Ln-89169/home/29495732,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7009-Rawlins-Ct-89128/home/29201390,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8478-Prince-of-Tides-Ct-89113/home/29584183,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5369-White-Butterfly-St-89113/home/175525463,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6400-Penrose-Ln-89107/home/29194224,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/229-N-Bruce-St-89101/home/29348235,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10071-Tanner-Rapids-Ct-89148/home/29868644,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4012-Calle-Mirador-89103/home/29502377,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3154-Downing-Pl-89121/home/29509354,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1310-S-13th-St-89104/home/29451519,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5445-Indian-Cedar-Dr-89135/home/29065524,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6746-Graceda-St-89148/home/28989837,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6117-Iris-Cir-89107/home/29196018,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8146-Barodo-Way-89147/home/29564092,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9923-W-Cherokee-Ave-89147/home/29555586,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10595-Acacia-Park-Pl-89135/home/52627872,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/218-Earl-St-89101/home/29348783,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6234-Brea-Blvd-89118/home/29580226,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9753-Villa-Lorena-Ave-89147/home/29030483,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1357-Elizabeth-Ave-89119/unit-2/home/29505830,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5155-Briar-Patch-Way-89118/home/29578626,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7292-Lavender-Rose-Ave-89117/home/65558559,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8804-Borla-Dr-89117/home/29523699,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3927-Saddlewood-Ct-89121/home/29474253,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1329-Desert-Hills-Dr-89117/home/29527284,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3634-Surfboard-Ct-89147/home/29030322,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4535-Cape-Elizabeth-St-89147/home/44585202,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8241-Turtle-Creek-Cir-89113/home/29583101,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9948-Canyon-Peak-Dr-89147/home/29830025,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3172-Richford-Pl-89102/home/29464858,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3127-Pampas-Pl-89146/home/29540052,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4281-Rollingstone-Dr-89103/home/29573529,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/512-Bedford-Rd-89107/home/29343607,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11359-Corsica-Mist-Ave-89135/home/29286184,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6022-Devers-Ct-89118/home/29767766,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6344-Brittany-Way-89107/home/29231288,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6928-Cobblestone-Ave-89145/home/29224550,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8786-Sand-Verbena-Ave-89117/home/173631446,,,,
https://www.redfin.com/NV/Las-Vegas/10189-Chestnut-Wood-Ave-89148/home/29320746,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9577-Rolling-Thunder-Ave-89148/home/29032793,Major,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/400-Bloomingdale-Ct-89144/home/29111549,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2719-Artic-St-89121/home/29471232,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2892-San-Lago-Ct-89121/home/29473234,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5323-Hollymead-Dr-89135/home/29054518,Major,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2906-Bel-Air-Dr-89109/home/29467121,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8049-Misty-Canyon-Ave-89113/home/166317171,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/Undisclosed-address-89145/home/29226858,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4122-Adobe-Palms-St-89135/unit-324/home/187590246,,,,
https://www.redfin.com/NV/Las-Vegas/10956-Viaje-Ave-89135/home/167753668,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9709-Terrace-Green-Ave-89117/home/29529308,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5625-Steampunk-ST-89118/unit-26/home/187577397,Extreme,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7246-Vireo-Dr-89147/home/29567751,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2212-Constantine-Ave-89101/home/29335966,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2287-Red-Bud-St-89135/home/28975900,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5820-Spectacular-Bid-St-89113/home/29585560,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/109-Golf-Course-St-89145/home/29205798,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6648-Villa-Bonita-Rd-89146/home/29543608,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/321-Yardarm-Way-89145/home/29201618,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10238-Donde-Ave-89135/home/28978855,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2851-S-Valley-View-Blvd-89102/unit-1058/home/29464720,,,,
https://www.redfin.com/NV/Las-Vegas/1854-Taylorville-St-89135/home/29897186,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6035-Journeys-End-St-89148/home/28979056,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3912-El-Conlon-Ave-89102/home/29463685,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2208-Santa-Ynez-Dr-89104/home/29455436,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3004-Gilmary-Ave-89102/home/29458437,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10250-Sun-Dusk-Ln-89144/home/29112806,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6233-Elton-Ave-89107/home/29228965,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6113-Elton-Ave-89107/home/29229057,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4919-Mount-Pleasant-Ln-89113/home/29582118,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/304-Deauville-St-89106/home/29347494,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2851-S-Valley-View-Blvd-89102/unit-1137B/home/29464484,,,,
https://www.redfin.com/NV/Las-Vegas/10582-Mandarino-Ave-89135/home/29898569,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3116-Sonata-Dr-89121/home/29475557,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3369-Milenko-Dr-89121/home/29508410,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1020-Eaglewood-Dr-89144/home/29113367,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3847-S-Eastern-Ave-89169/home/29490019,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2516-Rainbow-Cactus-Ct-89106/home/28973538,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5927-Trail-Roundup-Ln-89113/home/29585366,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1301-Eaton-Dr-89102/home/29458730,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/466-Las-Casitas-Way-89121/home/29411837,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4122-Mississippi-Ave-89103/home/29503910,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6887-Truffle-Gray-St-89148/home/179980384,Minimal,Moderate,Severe,
https://www.redfin.com/NV/Las-Vegas/1521-Padova-Dr-89117/home/29523906,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5481-Birchbrook-Ct-89120/home/29511586,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6881-Steel-Mist-St-89148/home/169231812,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7814-Harbour-Towne-Ave-89113/home/29583264,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4134-Mississippi-Ave-89103/home/29503912,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2008-Summit-Pointe-Dr-89117/home/29527436,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1673-Caliente-Ct-89119/home/29513454,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10-Diamond-Cir-89106/home/29337868,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2784-Belcastro-St-89117/home/29537078,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8102-Ancient-Oaks-Ave-89113/home/113713037,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4774-Willow-Glen-Dr-89147/home/29562057,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3973-El-Camino-Rd-89103/home/29546066,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7137-Mission-Hills-Dr-89113/home/29582522,Moderate,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6537-Wild-River-Dr-89108/home/29192064,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3627-Blackstone-St-89121/home/29474319,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6181-Foothill-Blvd-89118/home/29580037,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6213-Laredo-St-89146/home/29538542,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9816-Dryden-Ct-89148/home/109634253,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8970-Flying-Frog-Ave-89148/home/29954996,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3943-Tirana-Way-89103/home/29543771,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7123-Paradise-Bay-Dr-89119/home/29594010,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10982-Village-Ridge-Ln-89135/home/29913008,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4512-Long-Horse-Ct-89147/home/29559187,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1016-Monticello-Dr-89107/home/29232210,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/160-Nene-Ct-89144/home/29113577,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3019-Azure-Bay-St-89117/home/29536155,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2332-Stockton-Ave-89104/home/29454677,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3013-Piedmont-Ave-89102/home/29465036,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4453-Alto-Verde-Dr-89119/home/29506236,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10366-Romantico-Dr-89135/home/28989422,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11321-Altura-Vista-Dr-89138/home/29003569,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2005-Stewart-Ave-89101/home/29349858,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1200-Douglas-Dr-89102/home/29458570,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7748-Success-Ct-89145/home/29219449,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5517-Morendo-Dr-89107/home/29188222,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6437-Brittany-Way-89107/home/29227976,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4404-Shortleaf-St-89119/home/29506085,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10517-Grazia-Ave-89135/home/28989843,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4766-S-Mojave-Rd-89121/home/29509601,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1721-Ginger-Tree-Ln-89104/home/29451224,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9062-Ellington-Hill-Ln-89148/home/113713627,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5613-Ridgeline-Ave-89107/home/29187339,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2006-Yaupon-Ave-89101/home/109623358,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5641-Steampunk-ST-89118/unit-22/home/187414212,Extreme,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/300-Wild-Plum-Ln-89107/home/28968764,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5631-Sartorial-ST-89118/unit-42/home/187414168,Extreme,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3961-Argent-Star-Ct-89147/home/29553524,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/884-Vegas-Valley-Dr-89109/home/29465825,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3315-Dakota-Way-89169/home/29487232,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2748-Heritage-Ct-89121/home/29472276,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4129-Mississippi-Ave-89103/home/29503904,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/518-Crimson-View-Pl-89144/home/29112577,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6248-Saginaw-Dr-89108/home/29195034,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1100-Allure-Dr-89128/home/29204671,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1201-Westlund-Dr-89102/home/29460031,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/921-Marino-Hills-Dr-89144/home/29112371,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8297-Spectacle-Reef-Ave-89147/home/65558721,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3733-Riano-Cir-89103/home/29543870,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/916-Vegas-Valley-Dr-89109/home/29465813,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10717-Refectory-Ave-89135/home/29871718,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6902-Emerald-Springs-Ln-89113/home/29582418,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2451-Sabado-St-89121/home/29474088,Minimal,Minimal,Severe,Minimal
