Price,Bedroom(s),Bathroom,Area (),Address,Other info,Image,Detail link,Zip Code
"$475,000 ",3,2,"1,676","10340 Bentley Oaks Ave, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/f23232a87d8dfd0f8f98727630f567b6-p_e.jpg,https://www.zillow.com/homedetails/10340-Bentley-Oaks-Ave-Las-Vegas-NV-89135/7150502_zpid/,89135
"$355,000 ",3,3,"1,230","10343 Perfect Parsley St, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/791506779e84d5f65e5ecc20833dfd2c-p_e.jpg,https://www.zillow.com/homedetails/10343-Perfect-Parsley-St-Las-Vegas-NV-89183/59438236_zpid/,89183
"$385,000 ",3,3,"1,398","10360 Faustine Ave, Las Vegas, NV 89129",,https://photos.zillowstatic.com/fp/e06420fcecbead17c38a0ac5eaea1fc9-p_e.jpg,https://www.zillow.com/homedetails/10360-Faustine-Ave-Las-Vegas-NV-89129/62992818_zpid/,89129
"$518,000 ",3,3,"2,118","10376 Station Creek Cir, Las Vegas, NV 89178",,https://photos.zillowstatic.com/fp/61c37aaa65806c320785388da68654c9-p_e.jpg,https://www.zillow.com/homedetails/10376-Station-Creek-Cir-Las-Vegas-NV-89178/68666088_zpid/,89178
"$569,999 ",3,2,"1,833","10382 Walking View Ct, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/63434e40cc1b57977b1fe97ebac715de-p_e.jpg,https://www.zillow.com/homedetails/10382-Walking-View-Ct-Las-Vegas-NV-89135/53374109_zpid/,89135
"$340,000 ",3,3,"1,230","10385 Perfect Parsley St, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/309d41d1fe1147dc828c899ae3d6940e-p_e.jpg,https://www.zillow.com/homedetails/10385-Perfect-Parsley-St-Las-Vegas-NV-89183/59438229_zpid/,89183
"$599,000 ",6,5,"3,086","10397 Grizzly Forest Dr, Las Vegas, NV 89178",,https://photos.zillowstatic.com/fp/0de8ee0a5619d64312c84c976e4bbd65-p_e.jpg,https://www.zillow.com/homedetails/10397-Grizzly-Forest-Dr-Las-Vegas-NV-89178/68271389_zpid/,89178
"$475,000 ",2,2,"1,713","10408 Longwood Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/6e2ef41ed406cd0accb6dc1109a0ef03-p_e.jpg,https://www.zillow.com/homedetails/10408-Longwood-Dr-Las-Vegas-NV-89134/6910935_zpid/,89134
"$364,900 ",2,2.5,"1,299","10408 September Flower St, Las Vegas, NV 89183",https://ssl.cdn-redfin.com/photo/95/islphoto/485/genIslnoResize.2526485_1.jpg,https://www.redfin.com/NV/Las-Vegas/10408-September-Flower-St-89183/home/29495105,,89183
"$850,000 ",4,3,2408,"1041 Bayhead Ct, Las Vegas, NV 89138",https://ssl.cdn-redfin.com/photo/95/islphoto/256/genIslnoResize.2523256_G.jpg,https://www.redfin.com/NV/Las-Vegas/1041-Bayhead-Ct-89138/home/29478574,,89138
"$399,999 ",3,3,"1,632","10426 Lilac Square Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/d769074acde3615d6e93dec91428b6f2-p_e.jpg,https://www.zillow.com/homedetails/10426-Lilac-Square-Ave-Las-Vegas-NV-89166/94711367_zpid/,89166
"$415,000 ",3,2,"1,188","1043 E Hacienda Ave, Las Vegas, NV 89119",,https://photos.zillowstatic.com/fp/8f37ba6d753ede96fd036e37adc2024b-p_e.jpg,https://www.zillow.com/homedetails/1043-E-Hacienda-Ave-Las-Vegas-NV-89119/7103662_zpid/,89119
"$420,000 ",3,2,"1,144","10512 Jeremy Ridge Ave, Las Vegas, NV 89144",https://ssl.cdn-redfin.com/photo/95/islphoto/329/genIslnoResize.2528329_0.jpg,https://www.redfin.com/NV/Las-Vegas/10512-Jeremy-Ridge-Ave-89144/home/29108434,,89144
"$689,990 ",3,3,"2,508","10553 Skye Paseo Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/0067032743499b36b57eb8f6913c3829-p_e.jpg,https://www.zillow.com/homedetails/10553-Skye-Paseo-Ave-Las-Vegas-NV-89166/318347897_zpid/,89166
"$375,000 ",3,3,"1,284","10572 La Campana St, Las Vegas, NV 89179",,https://photos.zillowstatic.com/fp/668b5c1cd6c7b1a87943312e5bcd2f2a-p_e.jpg,https://www.zillow.com/homedetails/10572-La-Campana-St-Las-Vegas-NV-89179/94715469_zpid/,89179
"$449,000 ",3,3,"1,870","10581 Cliff Lake St, Las Vegas, NV 89179",,https://photos.zillowstatic.com/fp/2fa10c9a55f754ce0b03839e85804a4a-p_e.jpg,https://www.zillow.com/homedetails/10581-Cliff-Lake-St-Las-Vegas-NV-89179/118198448_zpid/,89179
"$925,000 ",2,2.5,"2,777","10582 Mandarino Ave, Las Vegas, NV 89135",https://ssl.cdn-redfin.com/photo/95/islphoto/882/genIslnoResize.2527882_2.jpg,https://www.redfin.com/NV/Las-Vegas/10582-Mandarino-Ave-89135/home/29898569,,89135
"$399,000 ",3,3,"1,809","10604 Fassbinder Ct, Las Vegas, NV 89129",,https://photos.zillowstatic.com/fp/3fd3199625dd62ec381f7e30414bd277-p_e.jpg,https://www.zillow.com/homedetails/10604-Fassbinder-Ct-Las-Vegas-NV-89129/66846007_zpid/,89129
"$458,000 ",2,2,975,"10609 Foggy Glen Ave, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/c3d831c262eb7e2b25351464e71fc3f6-p_e.jpg,https://www.zillow.com/homedetails/10609-Foggy-Glen-Ave-Las-Vegas-NV-89135/59435365_zpid/,89135
"$368,000 ",3,3,"1,453","10624 Night Magic Ct, Las Vegas, NV 89129",,https://photos.zillowstatic.com/fp/306ded624a1734acae04e2df0a43bc07-p_e.jpg,https://www.zillow.com/homedetails/10624-Night-Magic-Ct-Las-Vegas-NV-89129/66845871_zpid/,89129
"$516,000 ",4,3,"2,390","10625 Skye Scout Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/cc60b39e7da1449bf468b28312f197c4-p_e.jpg,https://www.zillow.com/homedetails/10625-Skye-Scout-Ave-Las-Vegas-NV-89166/295537462_zpid/,89166
"$480,000 ",4,3,"2,601","10634 Mount Blackburn Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/e3db35f0bccb00114b1f88bc311ff1b2-p_e.jpg,https://www.zillow.com/homedetails/10634-Mount-Blackburn-Ave-Las-Vegas-NV-89166/123489378_zpid/,89166
"$579,000 ",2,2,"1,713","10636 Clarion Ln, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/3be17c463d10b074a1189a868c2fdeec-p_e.jpg,https://www.zillow.com/homedetails/10636-Clarion-Ln-Las-Vegas-NV-89134/6910044_zpid/,89134
"$929,500 ",3,3,"2,566","10637 Heritage Hills Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/98970deee5cd995ef586b0bfe9973640-p_e.jpg,https://www.zillow.com/homedetails/10637-Heritage-Hills-Dr-Las-Vegas-NV-89134/6910055_zpid/,89134
"$590,000 ",4,2,"2,455","10654 Cliff Mountain Ave, Las Vegas, NV 89129",,https://photos.zillowstatic.com/fp/535e836d6c20d0ede162287a66fc841d-p_e.jpg,https://www.zillow.com/homedetails/10654-Cliff-Mountain-Ave-Las-Vegas-NV-89129/61177506_zpid/,89129
"$440,000 ",4,3,"2,027","10723 Myrtle Grove Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/8a675a2bf570ac760eab8d902cdad6a8-p_e.jpg,https://www.zillow.com/homedetails/10723-Myrtle-Grove-Ave-Las-Vegas-NV-89166/88836833_zpid/,89166
"$548,888 ",3,2,"1,962","10729 Aire Dr, Las Vegas, NV 89144",,https://photos.zillowstatic.com/fp/d9106e8b61d260d62aa0d57eaa0661d4-p_e.jpg,https://www.zillow.com/homedetails/10729-Aire-Dr-Las-Vegas-NV-89144/6915049_zpid/,89144
"$565,000 ",3,3,"2,079","10753 Turquoise Valley Dr, Las Vegas, NV 89144",,https://photos.zillowstatic.com/fp/6259366963991e8e2f93e07a16d827dc-p_e.jpg,https://www.zillow.com/homedetails/10753-Turquoise-Valley-Dr-Las-Vegas-NV-89144/6912829_zpid/,89144
"$789,900 ",3,3,"2,540","10784 Bramante Dr, Las Vegas, NV 89141",,https://photos.zillowstatic.com/fp/5a6125d29b884937f6abeca3389ec517-p_e.jpg,https://www.zillow.com/homedetails/10784-Bramante-Dr-Las-Vegas-NV-89141/59313373_zpid/,89141
"$525,000 ",3,3,"2,232","10788 Mulholland Ave, Las Vegas, NV 89129",,https://photos.zillowstatic.com/fp/c96cf47a8a03e32def2239818efe3061-p_e.jpg,https://www.zillow.com/homedetails/10788-Mulholland-Ave-Las-Vegas-NV-89129/295537756_zpid/,89129
"$417,500 ",2,2,"1,299","10809 Garden Mist Dr #2029, Las Vegas, NV 89135",,https://www.redfin.com/NV/Las-Vegas/10809-Garden-Mist-Dr-89135/unit-2029/home/29936161,,89135
"$985,000 ",4,3,"2,668","10809 Sleepy River Ave, Las Vegas, NV 89144",,https://photos.zillowstatic.com/fp/498afc835b55b61e36780963ef33b742-p_e.jpg,https://www.zillow.com/homedetails/10809-Sleepy-River-Ave-Las-Vegas-NV-89144/6912354_zpid/,89144
"$449,900 ",2,2,"1,374","10812 Black Ledge Ave, Las Vegas, NV 89134",https://ssl.cdn-redfin.com/photo/95/islphoto/354/genIslnoResize.2528354_2.jpg,https://www.redfin.com/NV/Las-Vegas/10812-Black-Ledge-Ave-89134/home/29106847,,89134
"$439,900 ",2,2,"1,410","10830 Amber Ridge Dr UNIT 101, Las Vegas, NV 89144",,https://photos.zillowstatic.com/fp/58bed947edbc3927950c8730bb6368fe-p_e.jpg,https://www.zillow.com/homedetails/10830-Amber-Ridge-Dr-UNIT-101-Las-Vegas-NV-89144/6915949_zpid/,89144
"$450,000 ",3,2,1702,"109 Golf Course St, Las Vegas, NV 89145",https://ssl.cdn-redfin.com/photo/95/islphoto/991/genIslnoResize.2525991_2.jpg,https://www.redfin.com/NV/Las-Vegas/109-Golf-Course-St-89145/home/29205798,,89145
"$529,900 ",3,2.5,1820,"109 Short Ruff Way, Las Vegas, NV 89148",https://ssl.cdn-redfin.com/photo/95/islphoto/933/genIslnoResize.2527933_1.jpg,https://www.redfin.com/NV/Las-Vegas/109-Short-Ruff-Way-89148/home/29036903,,89148
"$475,000 ",4,3,"1,737","10928 Sutter Hills Ave, Las Vegas, NV 89144",,https://photos.zillowstatic.com/fp/044fd74b9aa688681e3638077b21ac17-p_e.jpg,https://www.zillow.com/homedetails/10928-Sutter-Hills-Ave-Las-Vegas-NV-89144/6914756_zpid/,89144
"$564,500 ",4,2,"2,526","10933 Chipotle Ave, Las Vegas, NV 89166",,https://photos.zillowstatic.com/fp/545ee55253f08a837f36c3833c56a184-p_e.jpg,https://www.zillow.com/homedetails/10933-Chipotle-Ave-Las-Vegas-NV-89166/2055886784_zpid/,89166
"$872,652 ",3,3,"2,344","10941 Sorenzo Ct #239, Las Vegas, NV 89135",https://ssl.cdn-redfin.com/photo/95/islphoto/356/genIslnoResize.2528356_0.jpg,https://www.redfin.com/NV/Las-Vegas/10941-Sorenzo-Ct-89135/unit-239/home/187587677,,89135
"$765,000 ",2,2.5,1890,"10956 Viaje Ave, Las Vegas, NV 89135",https://ssl.cdn-redfin.com/photo/95/islphoto/586/genIslnoResize.2528586_1.jpg,https://www.redfin.com/NV/Las-Vegas/10956-Viaje-Ave-89135/home/167753668,,89135
"$456,990 ",4,2.5,"2,433","10959 Preston Trails Ave Lot 296, Las Vegas, NV 89166",https://ssl.cdn-redfin.com/photo/95/islphoto/418/genIslnoResize.2528418_1.jpg,https://www.redfin.com/NV/Las-Vegas/10959-Preston-Trails-AVE-89166/unit-296/home/187558363,,89166
"$850,000 ",3,2.5,2390,"10970 Terra Azul Pl, Las Vegas, NV 89138",https://ssl.cdn-redfin.com/photo/95/islphoto/470/genIslnoResize.2526470_0.jpg,https://www.redfin.com/NV/Las-Vegas/10970-Terra-Azul-Pl-89138/home/145873050,,89138
"$294,999 ",2,3,"1,016","1100 Allure Dr, Las Vegas, NV 89128",,https://photos.zillowstatic.com/fp/638f8ec90d87d77eb715c26b809be878-p_e.jpg,https://www.zillow.com/homedetails/1100-Allure-Dr-Las-Vegas-NV-89128/6965948_zpid/,89128
"$409,999 ",2,2,1320,"1100 May Ave, Las Vegas, NV 89104",https://ssl.cdn-redfin.com/photo/95/islphoto/518/genIslnoResize.2526518_2.jpg,https://www.redfin.com/NV/Las-Vegas/1100-May-Ave-89104/home/29410059,,89104
"$23,500,000 ",9,9,"9,827","11051 Witchcraft Ct, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/5668507f5b17377a2b8ca704b94eddb9-p_e.jpg,https://www.zillow.com/homedetails/11051-Witchcraft-Ct-Las-Vegas-NV-89135/243077215_zpid/,89135
"$515,000 ",3,3,"2,019","11076 Romola St, Las Vegas, NV 89141",,https://photos.zillowstatic.com/fp/411d6b74e4fd4b0b9824e70bd9e84a25-p_e.jpg,https://www.zillow.com/homedetails/11076-Romola-St-Las-Vegas-NV-89141/53377923_zpid/,89141
"$1,050,000 ",4,3,"3,032","11080 American Legion St, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/67f302e8ab75920459398614f1ec277b-p_e.jpg,https://www.zillow.com/homedetails/11080-American-Legion-St-Las-Vegas-NV-89183/243078643_zpid/,89183
"$328,000 ",3,2,1042,"1112 Pleasant Brook St, Las Vegas, NV 89142",https://ssl.cdn-redfin.com/photo/95/islphoto/877/genIslnoResize.2527877_2.jpg,https://www.redfin.com/NV/Las-Vegas/1112-Pleasant-Brook-St-89142/home/29403050,,89142
"$550,000 ",3,3,"2,218","11139 Gold Hitt Ct, Las Vegas, NV 89179",,https://photos.zillowstatic.com/fp/4bb821e3537e9164b24f48a184cc3d82-p_e.jpg,https://www.zillow.com/homedetails/11139-Gold-Hitt-Ct-Las-Vegas-NV-89179/121087305_zpid/,89179
"$229,900 ",2,2,912,"1120 Observation Dr #201, Las Vegas, NV 89128",https://ssl.cdn-redfin.com/photo/95/islphoto/787/genIslnoResize.2521787_4.jpg,https://www.redfin.com/NV/Las-Vegas/1120-Observation-Dr-89128/unit-201/home/29208032,,89128
"$229,900 ",2,2,912,"1120 Observation Dr APT 201, Las Vegas, NV 89128",,https://photos.zillowstatic.com/fp/5cbe00eb477feafe683bec6603c9caa0-p_e.jpg,https://www.zillow.com/homedetails/1120-Observation-Dr-APT-201-Las-Vegas-NV-89128/6967446_zpid/,89128
"$489,900 ",3,3,"1,723","11209 Salentino Ave, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/e98fd11805ba9d2d3c3eca5cf77033a0-p_e.jpg,https://www.zillow.com/homedetails/11209-Salentino-Ave-Las-Vegas-NV-89138/59312859_zpid/,89138
"$733,000 ",3,3,"3,137","11264 Felice Cohn Ct, Las Vegas, NV 89179",,https://photos.zillowstatic.com/fp/efc123cc01bc5071259fca99e2e2503e-p_e.jpg,https://www.zillow.com/homedetails/11264-Felice-Cohn-Ct-Las-Vegas-NV-89179/126271105_zpid/,89179
"$550,000 ",3,3,"1,750","11359 Corsica Mist Ave, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/22e9c93eed26fb92779d35d293e4475a-p_e.jpg,https://www.zillow.com/homedetails/11359-Corsica-Mist-Ave-Las-Vegas-NV-89135/79875096_zpid/,89135
"$1,999,900 ",5,5,"3,030","11405 Sandstone Ridge Dr, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/69db2ad8bfcc683c7aa7cc7a46fa1e8f-p_e.jpg,https://www.zillow.com/homedetails/11405-Sandstone-Ridge-Dr-Las-Vegas-NV-89135/7149788_zpid/,89135
"$625,000 ",2,3,"2,255","11441 Allerton Park Dr UNIT 220, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/18bed26d7991e088d03ca4edd50ba097-p_e.jpg,https://www.zillow.com/homedetails/11441-Allerton-Park-Dr-UNIT-220-Las-Vegas-NV-89135/79869686_zpid/,89135
"$644,900 ",5,3,"3,134","11441 Roncat Ct, Las Vegas, NV 89141",,https://photos.zillowstatic.com/fp/f9b083c67b733e36a96a6f628e220e1e-p_e.jpg,https://www.zillow.com/homedetails/11441-Roncat-Ct-Las-Vegas-NV-89141/63042800_zpid/,89141
"$525,000 ",3,2,"1,555","11449 Parkersburg Ave, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/94d994b71cbb075f613844c915d1d9a3-p_e.jpg,https://www.zillow.com/homedetails/11449-Parkersburg-Ave-Las-Vegas-NV-89138/66833882_zpid/,89138
"$255,000 ",2,2,928,"1150 N Buffalo Dr APT 1064, Las Vegas, NV 89128",,https://photos.zillowstatic.com/fp/d4e9c9327522626c3182d0cb469a9e79-p_e.jpg,https://www.zillow.com/homedetails/1150-N-Buffalo-Dr-APT-1064-Las-Vegas-NV-89128/66820427_zpid/,89128
"$575,000 ",4,2.5,"2,432","11524 Conerwood St, Las Vegas, NV 89141",https://ssl.cdn-redfin.com/system_files/media/855922_JPG/genDesktopMapHomeCardUrl/item_20.jpg,https://www.redfin.com/NV/Las-Vegas/11524-Conerwood-St-89141/home/109631794,,89141
"$650,000 ",3,2.5,"1,652","11563 Desert Hollow Ave, Las Vegas, NV 89138",https://ssl.cdn-redfin.com/photo/95/islphoto/441/genIslnoResize.2527441_3.jpg,https://www.redfin.com/NV/Las-Vegas/11563-Desert-Hollow-Ave-89138/home/179981647,,89138
"$569,500 ",5,3,"2,774","11587 Sweet Nokia St, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/a6bbd658de90a9b53339b657f5f10edc-p_e.jpg,https://www.zillow.com/homedetails/11587-Sweet-Nokia-St-Las-Vegas-NV-89183/66853680_zpid/,89183
"$622,205 ",3,3,"1,649","11612 Observation Point Ave, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/0cfd4e10cb85ddd4eb2e82a26f4e81d1-p_e.jpg,https://www.zillow.com/homedetails/11612-Observation-Point-Ave-Las-Vegas-NV-89138/2055436032_zpid/,89138
"$475,000 ",4,3,"2,122","1170 Fogg St, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/4e209d129693b5e959bd6a584f028d95-p_e.jpg,https://www.zillow.com/homedetails/1170-Fogg-St-Las-Vegas-NV-89142/66832352_zpid/,89142
"$695,000 ",4,3,"2,211","11769 Via Vera Cruz Ct, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/eb4337c03605d9a3c7a3674968aa7ba9-p_e.jpg,https://www.zillow.com/homedetails/11769-Via-Vera-Cruz-Ct-Las-Vegas-NV-89138/61743446_zpid/,89138
"$888,888 ",3,3,"2,280","11832 Saverio Ave, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/679a5f3536413d1a6c556bb8f609b708-p_e.jpg,https://www.zillow.com/homedetails/11832-Saverio-Ave-Las-Vegas-NV-89138/145616289_zpid/,89138
"$715,000 ",3,3,"1,980","11837 Pippa Ave, Las Vegas, NV 89138",,https://photos.zillowstatic.com/fp/8ead627ab312acbaf41cbc730cfaf74d-p_e.jpg,https://www.zillow.com/homedetails/11837-Pippa-Ave-Las-Vegas-NV-89138/337612600_zpid/,89138
"$550,000 ",4,3,"2,369","1185 Del Lilly Ln, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/99a0baf6dcc4d634dcb422c923984a9e-p_e.jpg,https://www.zillow.com/homedetails/1185-Del-Lilly-Ln-Las-Vegas-NV-89123/7157522_zpid/,89123
"$62,000 ",2,2,728,"1190 S Mojave Rd TRAILER 210, Las Vegas, NV 89104",,https://photos.zillowstatic.com/fp/fe6c51704d95d9c610b9f01ab1d7748e-p_e.jpg,https://www.zillow.com/homedetails/1190-S-Mojave-Rd-TRAILER-210-Las-Vegas-NV-89104/243066721_zpid/,89104
