URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Est. Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA Dues,Lot Size,Garage Spaces,Has Pool,Floor Type,Heat Type,Cool Type,Tax Amount,Has Patio,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Las-Vegas/10009-Mahogany-Grove-Ln-89117/home/29527906,28,36,38,d'Vorre & Hall Ober Elementary School,7,Victoria Fertitta Middle School,8,Bonanza High School,3,"10009 Mahogany Grove Ln,Las Vegas,NV89117","$528,000 ",4,3,"2,363","Est. $3,478/mo",8 hours,1988,"Residential, Single Family Residence",Two Story,$31/month,"6,970 Sq. Ft.",3,"In Ground, Private","Carpet, Tile","Central, Gas, Multiple Heating Units","Attic Fan, Central Air, Electric, 2 Units","$2,849 ",Patio,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9830-Hanover-Grove-Ave-89148/home/29032968,20,31,38,Shelley Berkley Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"9830 Hanover Grove Ave,Las Vegas,NV89148","$410,000 ",3,2.5,"1,739","Est. $2,686/mo",9 hours,2005,"Residential, Single Family Residence",Two Story,$52/month,"2,614 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Electric, Gas","Central Air, Electric","$1,707 ",,Moderate,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/205-S-Mallard-St-89107/home/29232105,65,33,46,Red Rock Elementary School,2,Frank F Garside Junior High School,3,Western High School,1,"205 S Mallard St,Las Vegas,NV89107","$348,500 ",3,2,"1,374","Est. $2,195/mo",9 hours,1960,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",2,,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric",$921 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/813-Antelope-Way-89145/home/29225830,69,40,50,O. K. Adcock Elementary School,4,Walter Johnson Junior High School,7,Bonanza High School,3,"813 Antelope Way,Las Vegas,NV89145","$429,999 ",3,2,"1,484","Est. $2,830/mo",10 hours,1970,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",1,,"Linoleum, Vinyl","Central, Gas","Central Air, Gas","$2,594 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3455-Golden-Lily-St-89117/home/109628827,42,39,43,R Guild Gray Elementary School,4,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"3455 Golden Lily St,Las Vegas,NV89117","$565,000 ",4,3,"2,292","Est. $3,831/mo",10 hours,2015,"Residential, Single Family Residence",Two Story,$92/month,"4,356 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$3,658 ",Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/301-Courtney-Ln-89107/home/29227110,49,35,45,O. K. Adcock Elementary School,4,Frank F Garside Junior High School,3,Bonanza High School,3,"301 Courtney Ln,Las Vegas,NV89107","$499,000 ",4,2.5,"2,079","Est. $3,213/mo",11 hours,1975,"Residential, Single Family Residence",Two Story,,"7,841 Sq. Ft.",2,"In Ground, Private",Laminate,"Central, Electric","Central Air, Electric","$2,163 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11297-Colinward-Ave-89135/home/29320421,37,35,36,Judy & John L Goolsby Elementary School,9,Sig Rogich Middle School,8,Palo Verde High School,6,"11297 Colinward Ave,Las Vegas,NV89135","$599,000 ",3,2.5,"2,742","Est. $4,049/mo",11 hours,2008,"Residential, Single Family Residence",Three Story,$153/month,"3,049 Sq. Ft.",2,Association,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric, 2 Units","$3,057 ","Balcony, Patio, Porch",Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/709-Rivenbark-Ct-89145/home/29214767,63,44,47,Walter Jacobson Elementary School,5,Walter Johnson Junior High School,7,Palo Verde High School,6,"709 Rivenbark Ct,Las Vegas,NV89145","$750,000 ",4,3,"2,808","Est. $4,872/mo",13 hours,1989,"Residential, Single Family Residence",Two Story,,0.39 Acres,7,Waterfall,"Carpet, Luxury Vinyl Plank, Tile","Central, Gas, Multiple Heating Units","Central Air, Electric, High Efficiency, 2 Units","$3,763 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/137-N-20th-St-89101/home/29349706,79,50,69,Howard E Hollingsworth Elementary School,3,John C Fremont Middle School,5,Valley High School,1,"137 N 20th St,Las Vegas,NV89101","$280,000 ",2,1,724,"Est. $1,732/mo",14 hours,1950,"Residential, Single Family Residence",One Story,,"4,792 Sq. Ft.",,,Tile,"Central, Electric","Central Air, Electric",$449 ,"Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1509-S-15th-St-89104/home/29451492,64,46,50,Crestwood Elementary School,4,John C Fremont Middle School,5,Valley High School,1,"1509 S 15th St,Las Vegas,NV89104","$420,000 ",5,3,"1,791","Est. $3,004/mo",15 hours,1953,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,"Laminate, Tile","Central, Gas","Central Air, Electric","$5,413 ",Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3217-Harbor-Vista-St-89117/home/29532493,26,38,41,M J Christensen Elementary School,7,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"3217 Harbor Vista St,Las Vegas,NV89117","$550,000 ",4,2.5,"2,034","Est. $3,552/mo",22 hours,1987,"Residential, Single Family Residence",Two Story,$24/month,"4,792 Sq. Ft.",2,"Heated, Salt Water","Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$2,218 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6773-Firewood-Dr-89148/home/29011548,52,33,41,Shelley Berkley Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"6773 Firewood Dr,Las Vegas,NV89148","$375,000 ",3,2.5,"1,558","Est. $2,472/mo",22 hours,2004,"Residential, Single Family Residence",Two Story,$75/month,"1,742 Sq. Ft.",1,,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric","$1,413 ",,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8461-Brillancy-Ave-89147/home/29560242,60,39,44,Roger M Bryan Elementary School,6,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"8461 Brillancy Ave,Las Vegas,NV89147","$489,999 ",4,2.5,"1,631","Est. $3,160/mo",22 hours,1996,"Residential, Single Family Residence",One Story,$43/month,"3,920 Sq. Ft.",2,"In Ground, Private","Carpet, Laminate, Tile","Central, Electric","Central Air, Electric","$1,664 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1833-Glenwillow-Dr-89117/home/29523563,45,36,49,Piggott Academy of International Studies,7,Walter Johnson Junior High School,7,Bonanza High School,3,"1833 Glenwillow Dr,Las Vegas,NV89117","$399,900 ",2,2,"1,268","Est. $2,682/mo",22 hours,1995,"Residential, Single Family Residence",One Story,$99/month,"4,356 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,831 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3009-Periscope-Ct-89117/home/29529997,31,39,34,M J Christensen Elementary School,7,Clifford J Lawrence Junior High School,5,Bonanza High School,3,"3009 Periscope Ct,Las Vegas,NV89117","$773,000 ",4,3,"2,974","Est. $4,995/mo",28 hours,1989,"Residential, Single Family Residence",Two Story,$26/month,"5,663 Sq. Ft.",2,"In Ground, Private",Tile,"Central, Gas","Central Air, Electric","$3,245 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3546-Blackstone-St-89121/home/29474281,42,40,48,George E Harris Elementary School,4,C W Woodbury Middle School,2,Chaparral High School,2,"3546 Blackstone St,Las Vegas,NV89121","$450,000 ",3,3,"2,158","Est. $3,009/mo",29 hours,1976,"Residential, Townhouse",Two Story,$195/month,"4,792 Sq. Ft.",2,"Association, Community","Carpet, Luxury Vinyl Plank","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units",$947 ,Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6766-Regency-Valley-St-89148/home/167755549,14,29,24,Shelley Berkley Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"6766 Regency Valley St,Las Vegas,NV89148","$795,000 ",3,2.5,"2,003","Est. $5,758/mo",30 hours,2018,"Residential, Single Family Residence",One Story,$405/month,"6,098 Sq. Ft.",2,"Association, Community",Tile,"Central, Gas","Central Air, Electric","$6,509 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1325-Griffith-Ave-89104/home/29452827,67,47,50,Crestwood Elementary School,4,John C Fremont Middle School,5,Valley High School,1,"1325 Griffith Ave,Las Vegas,NV89104","$399,999 ",3,2,"1,499","Est. $2,495/mo",30 hours,1944,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",,,"Linoleum, Vinyl","Central, Gas, Zoned","Central Air, Electric",$763 ,"Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11250-Cactus-Tower-Ave-89135/unit-103/home/166299125,39,37,57,Judy & John L Goolsby Elementary School,9,Sig Rogich Middle School,8,Palo Verde High School,6,"11250 Cactus Tower Ave #103,Las Vegas,NV89135","$660,000 ",3,2.5,"2,031","Est. $4,720/mo",32 hours,2019,"Residential, Townhouse",Two Story,$312/month,"4,792 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$4,754 ",Balcony,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7363-Mission-Hills-Dr-89113/home/29580589,31,38,33,Lucille S Rogers Elementary School,8,Grant Sawyer Middle School,4,Durango High School,2,"7363 Mission Hills Dr,Las Vegas,NV89113","$450,000 ",2,2,"1,398","Est. $3,585/mo",33 hours,1984,"Residential, Townhouse",One Story,$677/month,"3,049 Sq. Ft.",2,Community,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric","$2,075 ",Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6921-Emerald-Springs-Ln-89113/home/29582433,40,39,26,Lucille S Rogers Elementary School,8,Grant Sawyer Middle School,4,Durango High School,2,"6921 Emerald Springs Ln,Las Vegas,NV89113","$384,999 ",2,2,"1,173","Est. $3,177/mo",33 hours,1986,"Residential, Townhouse",One Story,$688/month,"3,049 Sq. Ft.",2,Community,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Gas","$1,783 ",Patio,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3179-Batavia-Dr-89102/home/29462894,73,40,55,Rex Bell Elementary School,4,James Cashman Middle School,4,Education W Clark High School,3,"3179 Batavia Dr,Las Vegas,NV89102","$290,000 ",2,2.5,"1,365","Est. $2,016/mo",34 hours,1977,"Residential, Townhouse",Two Story,$195/month,"1,742 Sq. Ft.",2,Community,"Carpet, Tile","Central, Electric","Central Air, Electric",$702 ,Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5012-Iowa-Ave-89107/home/29190146,54,41,41,J T McWilliams Elementary School,5,Robert O Gibson Middle School,4,Western High School,1,"5012 Iowa Ave,Las Vegas,NV89107","$310,000 ",3,2,"1,150","Est. $1,936/mo",34 hours,1956,"Residential, Single Family Residence",One Story,,"4,792 Sq. Ft.",1,,Tile,"Central, Electric","Central Air, Electric",$616 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7624-Genzer-Dr-89145/home/29219632,74,31,53,Walter Jacobson Elementary School,5,Walter Johnson Junior High School,7,Bonanza High School,3,"7624 Genzer Dr,Las Vegas,NV89145","$395,000 ",3,2,"1,620","Est. $2,477/mo",35 hours,1979,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",2,,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric","$1,036 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8186-Merlewood-Ave-89117/home/29923315,50,36,41,R Guild Gray Elementary School,4,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"8186 Merlewood Ave,Las Vegas,NV89117","$700,000 ",3,3.5,"3,025","Est. $4,739/mo",35 hours,2003,"Residential, Single Family Residence",One Story,$51/month,0.25 Acres,3,Heated,"Carpet, Hardwood","Central, Gas","Central Air, Electric","$5,199 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8217-Eginton-Ave-89145/home/29215575,43,38,39,Walter Jacobson Elementary School,5,Walter Johnson Junior High School,7,Bonanza High School,3,"8217 Eginton Ave,Las Vegas,NV89145","$419,999 ",4,2,"1,895","Est. $2,645/mo",35 hours,1980,"Residential, Single Family Residence",Two Story,,"6,534 Sq. Ft.",2,,"Carpet, Laminate, Linoleum, Tile, Vinyl",Central,"Central Air, Electric","$1,104 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2800-Albrook-Cir-89117/home/29529679,58,37,40,M J Christensen Elementary School,7,Clifford J Lawrence Junior High School,5,Bonanza High School,3,"2800 Albrook Cir,Las Vegas,NV89117","$945,000 ",4,2.5,"3,104","Est. $6,065/mo",1 day,1988,"Residential, Single Family Residence",Two Story,$31/month,"9,583 Sq. Ft.",3,"In Ground, Private","Linoleum, Tile, Vinyl","Central, Electric","Central Air, Electric","$3,480 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/200-Lindy-Dr-89107/home/29227848,44,33,46,O. K. Adcock Elementary School,4,Frank F Garside Junior High School,3,Bonanza High School,3,"200 Lindy Dr,Las Vegas,NV89107","$520,000 ",5,3,"2,757","Est. $3,350/mo",1 day,1976,"Residential, Single Family Residence",One Story,,0.27 Acres,,"Fenced, Indoor, In Ground, Private",Tile,"Central, Gas","Central Air, Electric","$2,435 ","Covered, Patio, Porch",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9700-Falling-Star-Ave-89117/home/29528056,40,36,37,M J Christensen Elementary School,7,Clifford J Lawrence Junior High School,5,Bonanza High School,3,"9700 Falling Star Ave,Las Vegas,NV89117","$749,000 ",4,3,"2,744","Est. $4,866/mo",1 day,1988,"Residential, Single Family Residence",Two Story,$31/month,0.29 Acres,3,"In Ground, Private","Laminate, Marble, Tile","Central, Gas","Central Air, Electric","$3,381 ",,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1904-Canosa-Ave-89104/home/29454350,55,42,50,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"1904 Canosa Ave,Las Vegas,NV89104","$380,000 ",3,2,"1,384","Est. $2,389/mo",1 day,1954,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",1,,"Carpet, Tile","Central, Gas","Central Air, Electric",$955 ,Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1017-Nye-St-89106/home/29340288,51,42,45,Wendell P. Williams Elementary School,3,,,Western High School,1,"1017 Nye St,Las Vegas,NV89106","$330,000 ",4,2,"1,324","Est. $2,069/mo",1 day,1957,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,Tile,"Central, Gas","Central Air, Electric",$760 ,"Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/613-Stanford-St-89107/home/29190098,67,42,53,J T McWilliams Elementary School,5,Robert O Gibson Middle School,4,Western High School,1,"613 Stanford St,Las Vegas,NV89107","$249,999 ",3,1,"1,260","Est. $1,579/mo",1 day,1955,"Residential, Single Family Residence",One Story,,"4,792 Sq. Ft.",,,Tile,"Central, Electric","Central Air, Electric",$718 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11337-Corsica-Mist-Ave-89135/home/29033536,37,35,37,Judy & John L Goolsby Elementary School,9,Sig Rogich Middle School,8,Palo Verde High School,6,"11337 Corsica Mist Ave,Las Vegas,NV89135","$725,000 ",3,2.5,"2,704","Est. $5,167/mo",1 day,2005,"Residential, Single Family Residence",Two Story,$372/month,"3,920 Sq. Ft.",3,"Association, Community","Carpet, Hardwood, Marble, Tile","Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$4,663 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/982-Bel-Air-Cir-89109/home/29466854,40,45,41,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"982 Bel Air Cir,Las Vegas,NV89109","$499,950 ",3,2.5,"1,672","Est. $3,429/mo",1 day,1974,"Residential, Single Family Residence",Two Story,$247/month,"3,485 Sq. Ft.",1,Community,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric, Refrigerated","$1,714 ",Patio,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7321-Sequoia-Springs-Dr-89147/home/29547563,58,42,43,R Guild Gray Elementary School,4,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"7321 Sequoia Springs Dr,Las Vegas,NV89147","$419,999 ",3,2.5,"1,633","Est. $2,728/mo",2 days,1993,"Residential, Single Family Residence",Two Story,,"3,920 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$2,096 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3529-Erva-St-89147/home/29552186,68,40,50,Patricia A Bendorf Elementary School,6,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"3529 Erva St,Las Vegas,NV89147","$384,000 ",3,2,"1,450","Est. $2,505/mo",2 days,1994,"Residential, Townhouse",One Story,$35/month,"4,356 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,625 ","Covered, Patio",Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5508-Morendo-Dr-89107/home/29188242,47,40,34,Red Rock Elementary School,2,Robert O Gibson Middle School,4,Western High School,1,"5508 Morendo Dr,Las Vegas,NV89107","$320,000 ",4,2.5,"2,040","Est. $2,010/mo",2 days,1964,"Residential, Single Family Residence",Two Story,,"6,534 Sq. Ft.",1,,"Linoleum, Tile, Vinyl","Central, Electric, Solar","Central Air, Electric",$784 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3017-Piedmont-Ave-89102/home/29465035,58,38,42,Rex Bell Elementary School,4,James Cashman Middle School,4,Education W Clark High School,3,"3017 Piedmont Ave,Las Vegas,NV89102","$399,900 ",3,2,"1,434","Est. $2,491/mo",3 days,1963,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",2,,"Carpet, Laminate","Central, Electric","Central Air, Electric",$859 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1704-Pacific-St-89104/home/29451057,56,47,64,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"1704 Pacific St,Las Vegas,NV89104","$449,995 ",4,4,"2,187","Est. $2,972/mo",3 days,1953,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",2,,Luxury Vinyl Plank,"Central, Gas","Central Air, Electric","$2,844 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10608-Tyne-Pl-89144/home/29111912,16,26,27,John W Bonner Elementary School,9,Sig Rogich Middle School,8,Palo Verde High School,6,"10608 Tyne Pl,Las Vegas,NV89144","$610,000 ",3,2,"2,230","Est. $4,058/mo",3 days,2000,"Residential, Single Family Residence",One Story,$50/month,"6,098 Sq. Ft.",2,"In Ground, Private, Pool/Spa Combo, Community","Carpet, Laminate","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$3,601 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4355-Tall-Tree-St-89147/home/29558971,48,39,36,Patricia A Bendorf Elementary School,6,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"4355 Tall Tree,Las Vegas,NV89147","$729,000 ",5,4.5,"4,001","Est. $4,828/mo",3 days,1999,"Residential, Single Family Residence",Two Story,$123/month,0.25 Acres,3,,"Laminate, Tile","Central, Gas, Zoned","Central Air, Electric, ENERGY STAR Qualified Equipment, 2 Units","$3,281 ",Balcony,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3900-Blackford-Pl-89102/home/29464371,74,39,57,Dr. C Owen Roundy Elementary School,4,James Cashman Middle School,4,Education W Clark High School,3,"3900 Blackford Pl,Las Vegas,NV89102","$250,000 ",2,2,925,"Est. $1,675/mo",3 days,1973,"Residential, Townhouse",One Story,$120/month,"1,742 Sq. Ft.",2,,"Hardwood, Tile","Central, Gas","Central Air, Gas",$420 ,,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1845-Lindell-Rd-89146/home/29516533,55,39,53,Doris Hancock Elementary School,3,Hyde Park Middle School,7,Bonanza High School,3,"1845 Lindell Rd,Las Vegas,NV89146","$725,000 ",4,2.5,"2,421","Est. $4,647/mo",3 days,1978,"Residential, Single Family Residence",Two Story,,0.48 Acres,2,"Gas Heat, Heated, In Ground, Private, Pool/Spa Combo","Bamboo, Carpet, Luxury Vinyl Plank, Tile","Electric, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$2,878 ","Covered, Enclosed, Patio, Porch",Minimal,Minimal,Severe,Minimal
